chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr9	transcript	113683524	113684456	-	67.92	0.9	96.0	LPAR1
chr9	gene	113684596	113685510	-	59.3	0.63	51.0	LPAR1
chr9	transcript	113684596	113685510	-	59.3	0.63	51.0	LPAR1
chr9	gene	114320496	114321144	-	66.82	0.96	69.0	PTGR1
chr9	transcript	114320496	114321144	-	66.82	0.96	69.0	PTGR1
chr9	gene	114548674	114549819	-	67.77	0.61	80.0	C9orf84
chr9	transcript	114548674	114549819	-	67.77	0.61	80.0	C9orf84
chr9	gene	114997493	114998774	-	67.76	0.65	95.0	PTBP3
chr9	transcript	114997493	114998774	-	67.76	0.65	95.0	PTBP3
chr9	gene	119203913	119204775	-	68.45	0.93	93.0	ASTN2
chr9	transcript	119203913	119204775	-	68.45	0.93	93.0	ASTN2
chr9	gene	119207125	119207679	-	63.9	0.75	42.0	ASTN2
chr9	transcript	119207125	119207679	-	63.9	0.75	42.0	ASTN2
chr9	gene	119217064	119217768	-	61.65	0.81	54.0	ASTN2
chr9	transcript	119217064	119217768	-	61.65	0.81	54.0	ASTN2
chr9	gene	119217912	119219521	-	64.76	0.93	150.0	ASTN2
chr9	transcript	119217912	119219521	-	64.76	0.93	150.0	ASTN2
chr9	gene	119223069	119223709	-	57.34	0.71	37.0	ASTN2
chr9	transcript	119223069	119223709	-	57.34	0.71	37.0	ASTN2
chr9	gene	119236727	119237330	-	53.57	0.7	30.0	ASTN2
chr9	transcript	119236727	119237330	-	53.57	0.7	30.0	ASTN2
chr9	gene	119237750	119239064	-	59.21	0.75	83.0	ASTN2
chr9	transcript	119237750	119239064	-	59.21	0.75	83.0	ASTN2
chr9	gene	119242144	119242740	-	65.44	0.78	50.0	ASTN2
chr9	transcript	119242144	119242740	-	65.44	0.78	50.0	ASTN2
chr9	gene	119244562	119245384	-	55.47	0.81	51.0	ASTN2
chr9	transcript	119244562	119245384	-	55.47	0.81	51.0	ASTN2
chr9	gene	119245725	119246238	-	51.85	0.73	25.0	ASTN2
chr9	transcript	119245725	119246238	-	51.85	0.73	25.0	ASTN2
chr9	gene	119247630	119248360	-	61.78	0.78	54.0	ASTN2
chr9	transcript	119247630	119248360	-	61.78	0.78	54.0	ASTN2
chr9	gene	119253064	119254175	-	60.94	0.64	66.0	ASTN2
chr9	transcript	119253064	119254175	-	60.94	0.64	66.0	ASTN2
chr9	gene	119410008	119411018	-	59.9	0.76	68.0	ASTN2
chr9	transcript	119410008	119411018	-	59.9	0.76	68.0	ASTN2
chr9	gene	119411124	119411627	-	55.67	0.85	33.0	ASTN2
chr9	transcript	119411124	119411627	-	55.67	0.85	33.0	ASTN2
chr9	gene	119652909	119654299	-	66.83	0.84	130.0	ASTN2
chr9	transcript	119652909	119654299	-	66.83	0.84	130.0	ASTN2
chr9	gene	119877691	119878676	-	56.95	0.75	60.0	ASTN2
chr9	transcript	119877691	119878676	-	56.95	0.75	60.0	ASTN2
chr9	gene	121975788	121976417	-	53.26	0.67	30.0	BRINP1
chr9	transcript	121975788	121976417	-	53.26	0.67	30.0	BRINP1
chr9	gene	121982022	121983666	-	68.19	0.78	147.0	BRINP1
chr9	transcript	121982022	121983666	-	68.19	0.78	147.0	BRINP1
chr9	gene	122084929	122086704	-	62.25	0.81	139.0	BRINP1
chr9	transcript	122084929	122086704	-	62.25	0.81	139.0	BRINP1
chr9	gene	122109415	122110988	-	56.58	0.82	102.0	BRINP1
chr9	transcript	122109415	122110988	-	56.58	0.82	102.0	BRINP1
chr9	gene	123305792	123307581	-	64.56	0.68	127.0	CDK5RAP2
chr9	transcript	123305792	123307581	-	64.56	0.68	127.0	CDK5RAP2
chr9	gene	123633549	123634711	-	72.12	0.88	132.0	PHF19
chr9	transcript	123633549	123634711	-	72.12	0.88	132.0	PHF19
chr9	gene	124235220	124236278	-	68.05	0.65	80.0	GGTA1P
chr9	transcript	124235220	124236278	-	68.05	0.65	80.0	GGTA1P
chr9	gene	124246841	124247393	-	52.9	0.63	24.0	GGTA1P
chr9	transcript	124246841	124247393	-	52.9	0.63	24.0	GGTA1P
chr9	gene	124337181	124337821	-	50.31	0.64	26.0	RP11-524G24.2
chr9	transcript	124337181	124337821	-	50.31	0.64	26.0	RP11-524G24.2
chr9	gene	125659607	125660699	-	62.18	0.73	77.0	RC3H2
chr9	transcript	125659607	125660699	-	62.18	0.73	77.0	RC3H2
chr9	gene	125905667	125907353	-	63.94	0.64	110.0	STRBP
chr9	transcript	125905667	125907353	-	63.94	0.64	110.0	STRBP
chr9	gene	125979621	125980390	-	61.64	0.65	47.0	STRBP
chr9	transcript	125979621	125980390	-	61.64	0.65	47.0	STRBP
chr9	gene	126219643	126220322	-	62.89	0.74	49.0	DENND1A
chr9	transcript	126219643	126220322	-	62.89	0.74	49.0	DENND1A
chr9	gene	126234624	126235338	-	61.62	0.7	47.0	DENND1A
chr9	transcript	126234624	126235338	-	61.62	0.7	47.0	DENND1A
chr9	gene	126408728	126409229	-	53.69	0.64	23.0	DENND1A
chr9	transcript	126408728	126409229	-	53.69	0.64	23.0	DENND1A
chr9	gene	126519659	126520619	-	67.19	0.77	83.0	DENND1A
chr9	transcript	126519659	126520619	-	67.19	0.77	83.0	DENND1A
chr9	gene	127933627	127935159	-	68.41	0.84	150.0	PPP6C
chr9	transcript	127933627	127935159	-	68.41	0.84	150.0	PPP6C
chr9	gene	128436840	128437946	-	62.03	0.67	71.0	MAPKAP1
chr9	transcript	128436840	128437946	-	62.03	0.67	71.0	MAPKAP1
chr9	gene	130599537	130600895	-	64.06	0.82	110.0	ENG
chr9	transcript	130599537	130600895	-	64.06	0.82	110.0	ENG
chr9	gene	134454277	134456096	-	65.04	0.87	167.0	RAPGEF1
chr9	transcript	134454277	134456096	-	65.04	0.87	167.0	RAPGEF1
chr9	gene	134466477	134467141	-	57.23	0.68	37.0	RAPGEF1
chr9	transcript	134466477	134467141	-	57.23	0.68	37.0	RAPGEF1
chr9	gene	134496734	134498347	-	57.97	0.72	98.0	RAPGEF1
chr9	transcript	134496734	134498347	-	57.97	0.72	98.0	RAPGEF1
chr9	gene	134508770	134510139	-	58.58	0.78	91.0	RAPGEF1
chr9	transcript	134508770	134510139	-	58.58	0.78	91.0	RAPGEF1
chr9	gene	134530147	134530667	-	50.19	0.68	22.0	RAPGEF1
chr9	transcript	134530147	134530667	-	50.19	0.68	22.0	RAPGEF1
chr9	gene	134531292	134532633	-	62.04	0.81	104.0	RAPGEF1
chr9	transcript	134531292	134532633	-	62.04	0.81	104.0	RAPGEF1
chr9	gene	134553217	134554080	-	55.39	0.88	58.0	RAPGEF1
chr9	transcript	134553217	134554080	-	55.39	0.88	58.0	RAPGEF1
chr9	gene	134567271	134568352	-	68.83	0.73	94.0	RAPGEF1
chr9	transcript	134567271	134568352	-	68.83	0.73	94.0	RAPGEF1
chr9	gene	134590276	134591167	-	67.23	0.6	60.0	RAPGEF1
chr9	transcript	134590276	134591167	-	67.23	0.6	60.0	RAPGEF1
chr9	gene	134604691	134605298	-	55.35	0.7	32.0	RAPGEF1
chr9	transcript	134604691	134605298	-	55.35	0.7	32.0	RAPGEF1
chr9	gene	134792730	134793231	-	52.69	0.66	23.0	MED27
chr9	transcript	134792730	134793231	-	52.69	0.66	23.0	MED27
chr9	gene	134798983	134801512	-	62.99	0.9	226.0	MED27
chr9	transcript	134798983	134801512	-	62.99	0.9	226.0	MED27
chr9	gene	135197298	135197862	-	59.57	0.76	38.0	SETX
chr9	transcript	135197298	135197862	-	59.57	0.76	38.0	SETX
chr9	gene	135205073	135206531	-	70.78	0.79	141.0	SETX
chr9	transcript	135205073	135206531	-	70.78	0.79	141.0	SETX
chr9	gene	135775331	135775866	-	65.23	0.83	47.0	TSC1
chr9	transcript	135775331	135775866	-	65.23	0.83	47.0	TSC1
chr9	gene	136027627	136028135	-	62.2	0.9	44.0	RALGDS
chr9	transcript	136027627	136028135	-	62.2	0.9	44.0	RALGDS
chr9	gene	136100523	136102785	-	65.03	0.61	146.0	LCN1P1
chr9	transcript	136100523	136102785	-	65.03	0.61	146.0	LCN1P1
chr9	gene	136533297	136534107	-	63.21	0.82	66.0	SARDH
chr9	transcript	136533297	136534107	-	63.21	0.82	66.0	SARDH
chr9	gene	136550088	136551202	-	65.08	0.69	81.0	SARDH
chr9	transcript	136550088	136551202	-	65.08	0.69	81.0	SARDH
chr9	gene	136722498	136723561	-	69.05	0.8	101.0	VAV2
chr9	transcript	136722498	136723561	-	69.05	0.8	101.0	VAV2
chr9	gene	136724224	136724925	-	53.07	0.69	33.0	VAV2
chr9	transcript	136724224	136724925	-	53.07	0.69	33.0	VAV2
chr9	gene	136913126	136916154	-	62.52	0.81	240.0	BRD3
chr9	transcript	136913126	136916154	-	62.52	0.81	240.0	BRD3
chr9	gene	138368734	138370139	-	54.45	0.76	79.0	PPP1R26-AS1
chr9	transcript	138368734	138370139	-	54.45	0.76	79.0	PPP1R26-AS1
chr9	gene	138971650	138972250	-	57.17	0.71	35.0	NACC2
chr9	transcript	138971650	138972250	-	57.17	0.71	35.0	NACC2
chr9	gene	140214370	140215116	-	61.53	0.78	55.0	EXD3
chr9	transcript	140214370	140215116	-	61.53	0.78	55.0	EXD3
chr9	gene	140222703	140223250	-	58.5	0.6	28.0	EXD3
chr9	transcript	140222703	140223250	-	58.5	0.6	28.0	EXD3
chr9	gene	140235477	140237671	-	65.27	0.82	190.0	EXD3
chr9	transcript	140235477	140237671	-	65.27	0.82	190.0	EXD3
chr9	gene	140240156	140243000	-	62.83	0.8	225.0	EXD3
chr9	transcript	140240156	140243000	-	62.83	0.8	225.0	EXD3
chr9	gene	140350927	140351905	-	68.92	0.62	72.0	NSMF
chr9	transcript	140350927	140351905	-	68.92	0.62	72.0	NSMF
chr9	gene	140369842	140372183	-	61.13	0.83	182.0	PNPLA7
chr9	transcript	140369842	140372183	-	61.13	0.83	182.0	PNPLA7
chr9	gene	140449725	140450395	-	51.79	0.74	33.0	DPH7
chr9	transcript	140449725	140450395	-	51.79	0.74	33.0	DPH7
chr9	gene	140477181	140477682	-	55.49	0.6	23.0	ZMYND19
chr9	transcript	140477181	140477682	-	55.49	0.6	23.0	ZMYND19
chr10	gene	1035092	1035827	+	52.65	0.63	32.0	GTPBP4
chr10	transcript	1035092	1035827	+	52.65	0.63	32.0	GTPBP4
chr10	gene	1101773	1103571	+	64.29	0.8	147.0	WDR37
chr10	transcript	1101773	1103571	+	64.29	0.8	147.0	WDR37
chr10	gene	1137842	1138373	+	54.05	0.78	30.0	WDR37
chr10	transcript	1137842	1138373	+	54.05	0.78	30.0	WDR37
chr10	gene	1151522	1152125	+	55.72	0.73	34.0	WDR37
chr10	transcript	1151522	1152125	+	55.72	0.73	34.0	WDR37
chr10	gene	1174663	1175233	+	56.84	0.63	29.0	WDR37
chr10	transcript	1174663	1175233	+	56.84	0.63	29.0	WDR37
chr10	gene	1208997	1209684	+	57.06	0.63	35.0	LINC00200
chr10	transcript	1208997	1209684	+	57.06	0.63	35.0	LINC00200
chr10	exon	1208997	1209684	+	57.06	0.63	35.0	LINC00200
chr10	gene	2563616	2565401	+	63.19	0.95	122.0	RP11-526P5.2
chr10	transcript	2563616	2565401	+	63.19	0.95	122.0	RP11-526P5.2
chr10	gene	3155269	3155777	+	61.42	0.69	33.0	PFKP
chr10	transcript	3155269	3155777	+	61.42	0.69	33.0	PFKP
chr10	gene	3158675	3159235	+	52.5	0.6	23.0	PFKP
chr10	transcript	3158675	3159235	+	52.5	0.6	23.0	PFKP
chr10	gene	3161519	3162317	+	58.27	0.65	44.0	PFKP
chr10	transcript	3161519	3162317	+	58.27	0.65	44.0	PFKP
chr10	gene	4867575	4869226	+	66.2	0.64	115.0	AKR1E2
chr10	transcript	4867575	4869226	+	66.2	0.64	115.0	AKR1E2
chr10	gene	5734430	5735036	+	66.5	0.66	44.0	FAM208B
chr10	transcript	5734430	5735036	+	66.5	0.66	44.0	FAM208B
chr10	gene	6192311	6192896	+	51.62	0.65	25.0	PFKFB3
chr10	transcript	6192311	6192896	+	51.62	0.65	25.0	PFKFB3
chr10	gene	6205411	6206331	+	71.41	0.83	96.0	PFKFB3
chr10	transcript	6205411	6206331	+	71.41	0.83	96.0	PFKFB3
chr10	gene	6242576	6245756	+	67.04	0.81	287.0	PFKFB3
chr10	transcript	6242576	6245756	+	67.04	0.81	287.0	PFKFB3
chr10	gene	6245891	6246458	+	70.55	0.77	54.0	PFKFB3
chr10	transcript	6245891	6246458	+	70.55	0.77	54.0	PFKFB3
chr10	gene	6252346	6253058	+	50.14	0.81	36.0	PFKFB3
chr10	transcript	6252346	6253058	+	50.14	0.81	36.0	PFKFB3
chr10	gene	6372251	6372958	+	56.72	0.8	45.0	RP11-563J2.2
chr10	transcript	6372251	6372958	+	56.72	0.8	45.0	RP11-563J2.2
chr10	gene	7764708	7765215	+	61.34	0.64	25.0	ITIH2
chr10	transcript	7764708	7765215	+	61.34	0.64	25.0	ITIH2
chr10	gene	7956942	7957772	+	56.14	0.61	40.0	TAF3
chr10	transcript	7956942	7957772	+	56.14	0.61	40.0	TAF3
chr10	gene	8094259	8094862	+	50.91	0.95	37.0	RP11-379F12.4
chr10	transcript	8094259	8094862	+	50.91	0.95	37.0	RP11-379F12.4
chr10	gene	8095960	8096847	+	58.06	0.91	68.0	GATA3
chr10	transcript	8095960	8096847	+	58.06	0.91	68.0	GATA3
chr10	gene	8097490	8098367	+	69.67	0.83	88.0	GATA3
chr10	transcript	8097490	8098367	+	69.67	0.83	88.0	GATA3
chr10	gene	11059250	11060880	+	70.74	1.04	208.0	CELF2
chr10	transcript	11059250	11060880	+	70.74	1.04	208.0	CELF2
chr10	gene	11085666	11086233	+	51.5	0.65	22.0	CELF2
chr10	transcript	11085666	11086233	+	51.5	0.65	22.0	CELF2
chr10	gene	11206756	11207981	+	60.73	0.67	76.0	CELF2
chr10	transcript	11206756	11207981	+	60.73	0.67	76.0	CELF2
chr10	gene	11911272	11912633	+	69.88	0.65	108.0	PROSER2
chr10	transcript	11911272	11912633	+	69.88	0.65	108.0	PROSER2
chr10	gene	12161027	12161611	+	57.71	0.67	32.0	DHTKD1
chr10	transcript	12161027	12161611	+	57.71	0.67	32.0	DHTKD1
chr10	gene	12199291	12199948	+	50.84	0.67	28.0	SEC61A2
chr10	transcript	12199291	12199948	+	50.84	0.67	28.0	SEC61A2
chr10	gene	12203170	12203735	+	55.04	0.61	26.0	SEC61A2
chr10	transcript	12203170	12203735	+	55.04	0.61	26.0	SEC61A2
chr10	gene	12281433	12282003	+	55.61	0.67	29.0	CDC123
chr10	transcript	12281433	12282003	+	55.61	0.67	29.0	CDC123
chr10	gene	12404527	12405034	+	55.62	0.62	24.0	CAMK1D
chr10	transcript	12404527	12405034	+	55.62	0.62	24.0	CAMK1D
chr10	gene	12530766	12531311	+	56.15	0.68	29.0	CAMK1D
chr10	transcript	12530766	12531311	+	56.15	0.68	29.0	CAMK1D
chr10	gene	12648615	12649173	+	51.25	0.6	22.0	CAMK1D
chr10	transcript	12648615	12649173	+	51.25	0.6	22.0	CAMK1D
chr10	gene	13141746	13142894	+	65.42	0.71	86.0	OPTN
chr10	transcript	13141746	13142894	+	65.42	0.71	86.0	OPTN
chr10	gene	13204606	13205213	+	53.54	0.66	28.0	MCM10
chr10	transcript	13204606	13205213	+	53.54	0.66	28.0	MCM10
chr10	gene	13629423	13630564	+	56.09	0.62	55.0	PRPF18
chr10	transcript	13629423	13630564	+	56.09	0.62	55.0	PRPF18
chr10	gene	13698416	13699704	+	68.25	0.79	119.0	RP11-295P9.3
chr10	transcript	13698416	13699704	+	68.25	0.79	119.0	RP11-295P9.3
chr10	gene	14904088	14904627	+	52.5	0.66	24.0	HSPA14
chr10	transcript	14904088	14904627	+	52.5	0.66	24.0	HSPA14
chr10	gene	15002440	15002994	+	57.22	0.73	33.0	MEIG1
chr10	transcript	15002440	15002994	+	57.22	0.73	33.0	MEIG1
chr10	gene	15140222	15140880	+	55.02	0.78	39.0	RPP38
chr10	transcript	15140222	15140880	+	55.02	0.78	39.0	RPP38
chr10	gene	17272345	17273006	+	57.34	0.76	41.0	VIM
chr10	transcript	17272345	17273006	+	57.34	0.76	41.0	VIM
chr10	gene	17831634	17832147	+	52.63	0.69	24.0	TMEM236
chr10	transcript	17831634	17832147	+	52.63	0.69	24.0	TMEM236
chr10	gene	17874284	17874885	+	53.74	0.81	35.0	MRC1L1
chr10	transcript	17874284	17874885	+	53.74	0.81	35.0	MRC1L1
chr10	gene	18078622	18079136	+	52.33	0.66	23.0	TMEM236
chr10	transcript	18078622	18079136	+	52.33	0.66	23.0	TMEM236
chr10	gene	18121237	18121838	+	53.58	0.81	35.0	MRC1
chr10	transcript	18121237	18121838	+	53.58	0.81	35.0	MRC1
chr10	gene	18655113	18655717	+	52.48	0.72	30.0	CACNB2
chr10	transcript	18655113	18655717	+	52.48	0.72	30.0	CACNB2
chr10	gene	18828132	18828664	+	55.45	0.69	28.0	CACNB2
chr10	transcript	18828132	18828664	+	55.45	0.69	28.0	CACNB2
chr10	gene	20105418	20106185	+	60.89	0.92	65.0	PLXDC2
chr10	transcript	20105418	20106185	+	60.89	0.92	65.0	PLXDC2
chr10	gene	20251382	20251915	+	57.97	0.83	37.0	PLXDC2
chr10	transcript	20251382	20251915	+	57.97	0.83	37.0	PLXDC2
chr10	gene	21872821	21873385	+	55.85	0.64	28.0	MLLT10
chr10	transcript	21872821	21873385	+	55.85	0.64	28.0	MLLT10
chr10	gene	21909625	21910750	+	56.27	0.63	56.0	MLLT10
chr10	transcript	21909625	21910750	+	56.27	0.63	56.0	MLLT10
chr10	gene	22014373	22014977	+	53.31	0.72	31.0	MLLT10
chr10	transcript	22014373	22014977	+	53.31	0.72	31.0	MLLT10
chr10	gene	22604908	22605758	+	69.76	1.03	106.0	COMMD3
chr10	transcript	22604908	22605758	+	69.76	1.03	106.0	COMMD3
chr10	gene	22609317	22611293	+	75.15	1.0	279.0	COMMD3-BMI1
chr10	transcript	22609317	22611293	+	75.15	1.0	279.0	COMMD3-BMI1
chr10	gene	22614100	22615033	+	64.63	1.0	97.0	COMMD3-BMI1
chr10	transcript	22614100	22615033	+	64.63	1.0	97.0	COMMD3-BMI1
chr10	gene	22614100	22615033	+	64.63	1.0	97.0	BMI1
chr10	transcript	22614100	22615033	+	64.63	1.0	97.0	BMI1
chr10	gene	22725309	22726887	+	63.62	0.93	149.0	SPAG6
chr10	transcript	22725309	22726887	+	63.62	0.93	149.0	SPAG6
chr10	gene	23633260	23633761	+	63.07	0.63	31.0	RP11-371A19.2
chr10	transcript	23633260	23633761	+	63.07	0.63	31.0	RP11-371A19.2
chr10	gene	26834281	26834863	+	56.01	0.81	37.0	APBB1IP
chr10	transcript	26834281	26834863	+	56.01	0.81	37.0	APBB1IP
chr10	gene	26855709	26856469	+	67.24	0.85	72.0	APBB1IP
chr10	transcript	26855709	26856469	+	67.24	0.85	72.0	APBB1IP
chr10	gene	27443830	27444739	+	62.38	0.8	70.0	MASTL
chr10	transcript	27443830	27444739	+	62.38	0.8	70.0	MASTL
chr10	gene	29698363	29699272	+	63.26	0.87	79.0	PTCHD3P1
chr10	transcript	29698363	29699272	+	63.26	0.87	79.0	PTCHD3P1
chr10	gene	33338952	33339565	+	53.83	0.73	32.0	RP11-462L8.1
chr10	transcript	33338952	33339565	+	53.83	0.73	32.0	RP11-462L8.1
chr10	gene	35624513	35626723	+	68.42	0.95	246.0	CCNY
chr10	transcript	35624513	35626723	+	68.42	0.95	246.0	CCNY
chr10	gene	35762731	35763243	+	59.18	0.69	31.0	CCNY
chr10	transcript	35762731	35763243	+	59.18	0.69	31.0	CCNY
chr10	gene	35896469	35897590	+	68.87	0.7	93.0	GJD4
chr10	transcript	35896469	35897590	+	68.87	0.7	93.0	GJD4
chr10	gene	43599280	43599953	+	53.19	0.66	31.0	RET
chr10	transcript	43599280	43599953	+	53.19	0.66	31.0	RET
chr10	gene	43600147	43601253	+	69.17	0.83	109.0	RET
chr10	transcript	43600147	43601253	+	69.17	0.83	109.0	RET
chr10	gene	43941573	43942785	+	65.35	0.61	78.0	ZNF487
chr10	transcript	43941573	43942785	+	65.35	0.61	78.0	ZNF487
chr10	gene	43950298	43951626	+	59.94	0.88	105.0	ZNF487
chr10	transcript	43950298	43951626	+	59.94	0.88	105.0	ZNF487
chr10	gene	43963830	43964331	+	53.89	0.64	23.0	ZNF487
chr10	transcript	43963830	43964331	+	53.89	0.64	23.0	ZNF487
chr10	gene	44143669	44144937	+	66.01	0.81	112.0	ZNF32-AS3
chr10	transcript	44143669	44144937	+	66.01	0.81	112.0	ZNF32-AS3
chr10	gene	44162656	44163532	+	65.64	0.73	69.0	ZNF32-AS3
chr10	transcript	44162656	44163532	+	65.64	0.73	69.0	ZNF32-AS3
chr10	gene	45496179	45496826	+	73.26	0.96	81.0	ZNF22
chr10	transcript	45496179	45496826	+	73.26	0.96	81.0	ZNF22
chr10	gene	45922832	45923962	+	62.57	0.65	69.0	ALOX5
chr10	transcript	45922832	45923962	+	62.57	0.65	69.0	ALOX5
chr10	gene	46774137	46775669	+	64.3	0.76	119.0	GLUD1P7
chr10	transcript	46774137	46775669	+	64.3	0.76	119.0	GLUD1P7
chr10	gene	46953873	46954430	+	54.94	0.61	25.0	RP11-38L15.3
chr10	transcript	46953873	46954430	+	54.94	0.61	25.0	RP11-38L15.3
chr10	gene	47254032	47256470	+	64.32	0.67	168.0	GLUD1P8
chr10	transcript	47254032	47256470	+	64.32	0.67	168.0	GLUD1P8
chr10	gene	48963872	48965404	+	64.43	0.77	121.0	GLUD1P2
chr10	transcript	48963872	48965404	+	64.43	0.77	121.0	GLUD1P2
chr10	gene	50534134	50534790	+	67.07	0.63	46.0	C10orf71
chr10	transcript	50534134	50534790	+	67.07	0.63	46.0	C10orf71
chr10	exon	50534134	50534790	+	67.07	0.63	46.0	C10orf71
chr10	CDS	50534134	50534790	+	67.07	0.63	46.0	C10orf71
chr10	gene	50817433	50820418	+	68.74	0.82	290.0	CHAT
chr10	transcript	50817433	50820418	+	68.74	0.82	290.0	CHAT
chr10	gene	50887262	50887941	+	59.79	0.76	46.0	CHAT
chr10	transcript	50887262	50887941	+	59.79	0.76	46.0	CHAT
chr10	gene	51572166	51572742	+	67.19	0.78	49.0	NCOA4
chr10	transcript	51572166	51572742	+	67.19	0.78	49.0	NCOA4
chr10	gene	52390823	52391347	+	58.21	0.86	38.0	RP11-50E11.3
chr10	transcript	52390823	52391347	+	58.21	0.86	38.0	RP11-50E11.3
chr10	exon	52390823	52391347	+	58.21	0.86	38.0	RP11-50E11.3
chr10	gene	52499303	52500238	+	59.79	0.89	74.0	ASAH2B
chr10	transcript	52499303	52500238	+	59.79	0.89	74.0	ASAH2B
chr10	gene	52751272	52752021	+	70.63	0.77	71.0	PRKG1
chr10	transcript	52751272	52752021	+	70.63	0.77	71.0	PRKG1
chr10	gene	52833222	52835169	+	59.84	0.72	125.0	PRKG1
chr10	transcript	52833222	52835169	+	59.84	0.72	125.0	PRKG1
chr10	gene	63212496	63213586	+	60.37	0.63	62.0	RP11-809M12.1
chr10	transcript	63212496	63213586	+	60.37	0.63	62.0	RP11-809M12.1
chr10	gene	63662766	63663835	+	59.59	0.79	75.0	ARID5B
chr10	transcript	63662766	63663835	+	59.59	0.79	75.0	ARID5B
chr10	gene	68833854	68834401	+	53.2	0.61	23.0	LRRTM3
chr10	transcript	68833854	68834401	+	53.2	0.61	23.0	LRRTM3
chr10	gene	69609835	69610364	+	51.23	0.78	27.0	RP11-57G10.8
chr10	transcript	69609835	69610364	+	51.23	0.78	27.0	RP11-57G10.8
chr10	exon	69609835	69610364	+	51.23	0.78	27.0	RP11-57G10.8
chr10	gene	69645727	69646248	+	54.89	0.84	33.0	SIRT1
chr10	transcript	69645727	69646248	+	54.89	0.84	33.0	SIRT1
chr10	gene	69882776	69883431	+	52.67	0.6	27.0	MYPN
chr10	transcript	69882776	69883431	+	52.67	0.6	27.0	MYPN
chr10	gene	70091017	70092922	+	59.95	0.85	145.0	HNRNPH3
chr10	transcript	70091017	70092922	+	59.95	0.85	145.0	HNRNPH3
chr10	gene	70321243	70322248	+	53.33	0.77	55.0	TET1
chr10	transcript	70321243	70322248	+	53.33	0.77	55.0	TET1
chr10	gene	70376339	70377074	+	51.97	0.74	36.0	TET1
chr10	transcript	70376339	70377074	+	51.97	0.74	36.0	TET1
chr10	gene	70386656	70388005	+	50.04	0.61	51.0	TET1
chr10	transcript	70386656	70388005	+	50.04	0.61	51.0	TET1
chr10	gene	70447957	70448492	+	52.71	0.63	23.0	TET1
chr10	transcript	70447957	70448492	+	52.71	0.63	23.0	TET1
chr10	gene	70528813	70529319	+	52.77	0.65	23.0	CCAR1
chr10	transcript	70528813	70529319	+	52.77	0.65	23.0	CCAR1
chr10	gene	70544705	70545218	+	53.02	0.61	22.0	CCAR1
chr10	transcript	70544705	70545218	+	53.02	0.61	22.0	CCAR1
chr10	gene	70674891	70675428	+	53.26	0.7	26.0	DDX50
chr10	transcript	70674891	70675428	+	53.26	0.7	26.0	DDX50
chr10	gene	70883464	70884480	+	70.37	0.78	98.0	VPS26A
chr10	transcript	70883464	70884480	+	70.37	0.78	98.0	VPS26A
chr10	gene	70886737	70887297	+	55.71	0.76	33.0	VPS26A
chr10	transcript	70886737	70887297	+	55.71	0.76	33.0	VPS26A
chr10	gene	71077691	71079500	+	68.71	0.81	171.0	HK1
chr10	transcript	71077691	71079500	+	68.71	0.81	171.0	HK1
chr10	gene	71110648	71111262	+	53.58	0.62	27.0	HK1
chr10	transcript	71110648	71111262	+	53.58	0.62	27.0	HK1
chr10	gene	72622024	72622615	+	53.13	0.62	26.0	SGPL1
chr10	transcript	72622024	72622615	+	53.13	0.62	26.0	SGPL1
chr10	gene	72977027	72977775	+	64.57	0.74	57.0	UNC5B
chr10	transcript	72977027	72977775	+	64.57	0.74	57.0	UNC5B
chr10	gene	73421461	73422061	+	65.33	0.61	36.0	CDH23
chr10	transcript	73421461	73422061	+	65.33	0.61	36.0	CDH23
chr10	gene	73532984	73533572	+	68.88	0.79	55.0	CDH23
chr10	transcript	73532984	73533572	+	68.88	0.79	55.0	CDH23
chr10	gene	73565419	73566061	+	63.55	0.6	39.0	CDH23
chr10	transcript	73565419	73566061	+	63.55	0.6	39.0	CDH23
chr10	gene	73766984	73768533	+	67.4	0.77	136.0	CHST3
chr10	transcript	73766984	73768533	+	67.4	0.77	136.0	CHST3
chr10	exon	73766984	73768533	+	67.4	0.77	136.0	CHST3
chr10	gene	73976647	73977227	+	53.28	0.79	32.0	ANAPC16
chr10	transcript	73976647	73977227	+	53.28	0.79	32.0	ANAPC16
chr10	gene	75011984	75012773	+	59.19	0.87	60.0	DNAJC9-AS1
chr10	transcript	75011984	75012773	+	59.19	0.87	60.0	DNAJC9-AS1
chr10	gene	75491859	75493442	+	68.92	0.71	131.0	GLUD1P3
chr10	transcript	75491859	75493442	+	68.92	0.71	131.0	GLUD1P3
chr10	gene	75670435	75671380	+	69.1	0.74	84.0	PLAU
chr10	transcript	75670435	75671380	+	69.1	0.74	84.0	PLAU
chr10	gene	75928023	75928660	+	51.02	0.65	27.0	ADK
chr10	transcript	75928023	75928660	+	51.02	0.65	27.0	ADK
chr10	gene	75936141	75937048	+	65.16	0.85	82.0	ADK
chr10	transcript	75936141	75937048	+	65.16	0.85	82.0	ADK
chr10	gene	75940034	75940600	+	55.48	0.65	28.0	ADK
chr10	transcript	75940034	75940600	+	55.48	0.65	28.0	ADK
chr10	gene	75945305	75945888	+	55.4	0.67	30.0	ADK
chr10	transcript	75945305	75945888	+	55.4	0.67	30.0	ADK
chr10	gene	76871056	76871984	+	69.72	0.77	86.0	SAMD8
