chromosome	feature	start	end	strand	C%+G%	Obs/Exp	CGcount	methyl%	gene
chr7	transcript	129115777	129117027	+	67.84	0.62	89.0	0.0	STRIP2
chr7	gene	129303060	129303914	+	67.1	0.65	62.0	0.0	NRF1
chr7	transcript	129303060	129303914	+	67.1	0.65	62.0	0.0	NRF1
chr7	gene	129656644	129657427	+	52.23	0.64	34.0	0.0	RP11-306G20.1
chr7	transcript	129656644	129657427	+	52.23	0.64	34.0	0.0	RP11-306G20.1
chr7	gene	129747401	129748056	+	55.88	0.79	40.0	0.0	KLHDC10
chr7	transcript	129747401	129748056	+	55.88	0.79	40.0	0.0	KLHDC10
chr7	gene	130131676	130133135	+	61.48	0.9	123.0	0.0	MEST
chr7	transcript	130131676	130133135	+	61.48	0.9	123.0	0.0	MEST
chr7	gene	131012232	131013209	+	64.79	0.84	85.0	0.0	MKLN1
chr7	transcript	131012232	131013209	+	64.79	0.84	85.0	0.0	MKLN1
chr7	gene	131593941	131594532	+	75.8	0.81	69.0	0.0	AC009518.4
chr7	transcript	131593941	131594532	+	75.8	0.81	69.0	0.0	AC009518.4
chr7	gene	134332568	134333212	+	54.19	0.62	29.0	0.0	BPGM
chr7	transcript	134332568	134333212	+	54.19	0.62	29.0	0.0	BPGM
chr7	gene	134918320	134919150	+	56.63	0.71	47.0	0.0	STRA8
chr7	transcript	134918320	134919150	+	56.63	0.71	47.0	0.0	STRA8
chr7	gene	135348116	135348689	+	57.42	0.74	35.0	0.0	C7orf73
chr7	transcript	135348116	135348689	+	57.42	0.74	35.0	0.0	C7orf73
chr7	gene	136554835	136555899	+	62.5	0.7	72.0	0.0	CHRM2
chr7	transcript	136554835	136555899	+	62.5	0.7	72.0	0.0	CHRM2
chr7	exon	136554835	136555899	+	62.5	0.7	72.0	0.0	CHRM2
chr7	gene	136657485	136658389	+	57.63	1.38	47.0	0.0	CHRM2
chr7	transcript	136657485	136658389	+	57.63	1.38	47.0	0.0	CHRM2
chr7	gene	137806985	137807739	+	60.08	0.68	45.0	0.0	RCC2P3
chr7	transcript	137806985	137807739	+	60.08	0.68	45.0	0.0	RCC2P3
chr7	exon	137806985	137807739	+	60.08	0.68	45.0	0.0	RCC2P3
chr7	gene	138221562	138222112	+	57.64	0.62	28.0	0.0	TRIM24
chr7	transcript	138221562	138222112	+	57.64	0.62	28.0	0.0	TRIM24
chr7	gene	138837659	138838189	+	54.72	0.71	28.0	0.0	TTC26
chr7	transcript	138837659	138838189	+	54.72	0.71	28.0	0.0	TTC26
chr7	gene	138915405	138917239	+	66.41	0.89	180.0	0.0	UBN2
chr7	transcript	138915405	138917239	+	66.41	0.89	180.0	0.0	UBN2
chr7	gene	139024368	139025437	+	52.95	1.08	81.0	0.0	C7orf55
chr7	transcript	139024368	139025437	+	52.95	1.08	81.0	0.0	C7orf55
chr7	gene	139025639	139026560	+	58.74	0.81	64.0	0.0	C7orf55
chr7	transcript	139025639	139026560	+	58.74	0.81	64.0	0.0	C7orf55
chr7	gene	139025639	139026560	+	58.74	0.81	64.0	0.0	C7orf55-LUC7L2
chr7	transcript	139025639	139026560	+	58.74	0.81	64.0	0.0	C7orf55-LUC7L2
chr7	gene	139042498	139043002	+	53.77	0.7	25.0	0.0	C7orf55-LUC7L2
chr7	transcript	139042498	139043002	+	53.77	0.7	25.0	0.0	C7orf55-LUC7L2
chr7	gene	139042498	139043002	+	53.77	0.7	25.0	0.0	LUC7L2
chr7	transcript	139042498	139043002	+	53.77	0.7	25.0	0.0	LUC7L2
chr7	gene	139043693	139045479	+	64.45	0.91	168.0	0.0	C7orf55-LUC7L2
chr7	transcript	139043693	139045479	+	64.45	0.91	168.0	0.0	C7orf55-LUC7L2
chr7	gene	139043693	139045479	+	64.45	0.91	168.0	0.0	LUC7L2
chr7	transcript	139043693	139045479	+	64.45	0.91	168.0	0.0	LUC7L2
chr7	gene	139589802	139590311	+	52.06	0.79	27.0	0.0	TBXAS1
chr7	transcript	139589802	139590311	+	52.06	0.79	27.0	0.0	TBXAS1
chr7	gene	139657303	139657826	+	51.63	0.66	23.0	0.0	TBXAS1
chr7	transcript	139657303	139657826	+	51.63	0.66	23.0	0.0	TBXAS1
chr7	gene	140396347	140397492	+	66.9	0.91	109.0	0.0	NDUFB2
chr7	transcript	140396347	140397492	+	66.9	0.91	109.0	0.0	NDUFB2
chr7	gene	141251014	141251761	+	66.53	0.83	68.0	0.0	AGK
chr7	transcript	141251014	141251761	+	66.53	0.83	68.0	0.0	AGK
chr7	gene	141485158	141485707	+	53.19	0.72	28.0	0.0	SSBP1
chr7	transcript	141485158	141485707	+	53.19	0.72	28.0	0.0	SSBP1
chr7	gene	143105523	143106162	+	69.33	0.68	50.0	0.0	EPHA1-AS1
chr7	transcript	143105523	143106162	+	69.33	0.68	50.0	0.0	EPHA1-AS1
chr7	gene	143120270	143120951	+	50.95	0.62	27.0	0.20617	EPHA1-AS1
chr7	transcript	143120270	143120951	+	50.95	0.62	27.0	0.20617	EPHA1-AS1
chr7	gene	143121439	143122014	+	72.0	0.63	47.0	0.14894	EPHA1-AS1
chr7	transcript	143121439	143122014	+	72.0	0.63	47.0	0.14894	EPHA1-AS1
chr7	gene	143124396	143125290	+	51.23	0.81	47.0	0.06383	EPHA1-AS1
chr7	transcript	143124396	143125290	+	51.23	0.81	47.0	0.06383	EPHA1-AS1
chr7	gene	143207986	143209102	+	68.82	0.67	88.0	0.0	EPHA1-AS1
chr7	transcript	143207986	143209102	+	68.82	0.67	88.0	0.0	EPHA1-AS1
chr7	gene	143892109	143893651	+	62.52	0.67	101.0	0.0	RP4-545C24.1
chr7	transcript	143892109	143893651	+	62.52	0.67	101.0	0.0	RP4-545C24.1
chr7	gene	146539619	146540485	+	55.31	0.7	46.0	0.0	CNTNAP2
chr7	transcript	146539619	146540485	+	55.31	0.7	46.0	0.0	CNTNAP2
chr7	gene	147498944	147499839	+	68.94	0.64	68.0	0.0	CNTNAP2
chr7	transcript	147498944	147499839	+	68.94	0.64	68.0	0.0	CNTNAP2
chr7	gene	148036190	148037063	+	55.44	0.75	50.0	0.0	CNTNAP2
chr7	transcript	148036190	148037063	+	55.44	0.75	50.0	0.0	CNTNAP2
chr7	gene	148102739	148103312	+	53.05	0.67	27.0	0.0	CNTNAP2
chr7	transcript	148102739	148103312	+	53.05	0.67	27.0	0.0	CNTNAP2
chr7	gene	148291030	148291565	+	52.34	0.63	23.0	0.0	C7orf33
chr7	transcript	148291030	148291565	+	52.34	0.63	23.0	0.0	C7orf33
chr7	gene	148395181	148397066	+	73.26	0.92	230.0	0.0	CUL1
chr7	transcript	148395181	148397066	+	73.26	0.92	230.0	0.0	CUL1
chr7	gene	148407388	148408051	+	52.79	0.65	30.0	0.0	CUL1
chr7	transcript	148407388	148408051	+	52.79	0.65	30.0	0.0	CUL1
chr7	gene	148843856	148845557	+	67.61	0.92	179.0	0.06965	ZNF398
chr7	transcript	148843856	148845557	+	67.61	0.92	179.0	0.06965	ZNF398
chr7	gene	148849046	148849900	+	51.64	0.7	40.0	0.0	ZNF398
chr7	transcript	148849046	148849900	+	51.64	0.7	40.0	0.0	ZNF398
chr7	gene	148854313	148855183	+	56.21	0.73	49.0	0.04664	ZNF398
chr7	transcript	148854313	148855183	+	56.21	0.73	49.0	0.04664	ZNF398
chr7	gene	148905828	148906492	+	56.63	0.62	33.0	0.0101	ZNF282
chr7	transcript	148905828	148906492	+	56.63	0.62	33.0	0.0101	ZNF282
chr7	gene	148920660	148921858	+	69.7	0.74	107.0	0.02253	ZNF282
chr7	transcript	148920660	148921858	+	69.7	0.74	107.0	0.02253	ZNF282
chr7	gene	148981855	148982939	+	63.84	0.71	78.0	0.0	ZNF783
chr7	transcript	148981855	148982939	+	63.84	0.71	78.0	0.0	ZNF783
chr7	gene	148991637	148992244	+	66.23	0.78	51.0	0.0	ZNF783
chr7	transcript	148991637	148992244	+	66.23	0.78	51.0	0.0	ZNF783
chr7	exon	148991637	148992244	+	66.23	0.78	51.0	0.0	ZNF783
chr7	UTR	148991637	148992244	+	66.23	0.78	51.0	0.0	ZNF783
chr7	gene	148991637	148992244	+	66.23	0.78	51.0	0.0	RP4-800G7.2
chr7	transcript	148991637	148992244	+	66.23	0.78	51.0	0.0	RP4-800G7.2
chr7	exon	148991637	148992244	+	66.23	0.78	51.0	0.0	RP4-800G7.2
chr7	gene	149486702	149487788	+	68.14	0.66	83.0	0.0	SSPO
chr7	transcript	149486702	149487788	+	68.14	0.66	83.0	0.0	SSPO
chr7	gene	149570367	149571453	+	72.38	0.92	130.0	0.0	ATP6V0E2
chr7	transcript	149570367	149571453	+	72.38	0.92	130.0	0.0	ATP6V0E2
chr7	gene	149744303	149746777	+	67.78	0.81	227.0	0.0	RP11-545G3.1
chr7	transcript	149744303	149746777	+	67.78	0.81	227.0	0.0	RP11-545G3.1
chr7	gene	150019951	150021036	+	65.71	0.81	95.0	0.07807	LRRC61
chr7	transcript	150019951	150021036	+	65.71	0.81	95.0	0.07807	LRRC61
chr7	gene	150068204	150070277	+	68.55	0.68	166.0	0.07057	REPIN1
chr7	transcript	150068204	150070277	+	68.55	0.68	166.0	0.07057	REPIN1
chr7	gene	150068204	150070277	+	68.55	0.68	166.0	0.07057	ZNF775
chr7	transcript	150068204	150070277	+	68.55	0.68	166.0	0.07057	ZNF775
chr7	gene	150075261	150077125	+	64.27	0.73	140.0	0.02143	ZNF775
chr7	transcript	150075261	150077125	+	64.27	0.73	140.0	0.02143	ZNF775
chr7	gene	150093551	150095690	+	70.17	0.73	193.0	0.04629	ZNF775
chr7	transcript	150093551	150095690	+	70.17	0.73	193.0	0.04629	ZNF775
chr7	gene	150101738	150103056	+	65.55	0.88	121.0	0.00826	ZNF775
chr7	transcript	150101738	150103056	+	65.55	0.88	121.0	0.00826	ZNF775
chr7	gene	150104548	150105715	+	71.04	0.73	108.0	0.0463	ZNF775
chr7	transcript	150104548	150105715	+	71.04	0.73	108.0	0.0463	ZNF775
chr7	gene	150710222	150711536	+	67.05	0.66	97.0	0.113	NOS3
chr7	transcript	150710222	150711536	+	67.05	0.66	97.0	0.113	NOS3
chr7	gene	150745926	150746507	+	66.78	0.62	40.0	0.05	ASIC3
chr7	transcript	150745926	150746507	+	66.78	0.62	40.0	0.05	ASIC3
chr7	gene	150747977	150748789	+	67.24	0.77	71.0	0.15341	ASIC3
chr7	transcript	150747977	150748789	+	67.24	0.77	71.0	0.15341	ASIC3
chr7	gene	150754431	150755692	+	61.62	0.67	80.0	0.14537	SLC4A2
chr7	transcript	150754431	150755692	+	61.62	0.67	80.0	0.14537	SLC4A2
chr7	gene	150756280	150757857	+	68.48	0.65	118.0	0.09958	SLC4A2
chr7	transcript	150756280	150757857	+	68.48	0.65	118.0	0.09958	SLC4A2
chr7	gene	150811508	150813027	+	78.54	0.92	216.0	0.03603	AGAP3
chr7	transcript	150811508	150813027	+	78.54	0.92	216.0	0.03603	AGAP3
chr7	gene	150819920	150821032	+	68.62	0.67	87.0	0.15928	AGAP3
chr7	transcript	150819920	150821032	+	68.62	0.67	87.0	0.15928	AGAP3
chr7	gene	150822655	150823744	+	68.32	0.71	89.0	0.62047	AGAP3
chr7	transcript	150822655	150823744	+	68.32	0.71	89.0	0.62047	AGAP3
chr7	gene	150948541	150949938	+	68.36	0.65	106.0	0.04403	RP5-1070G24.2
chr7	transcript	150948541	150949938	+	68.36	0.65	106.0	0.04403	RP5-1070G24.2
chr7	gene	151574166	151575546	+	68.48	0.81	131.0	0.12578	PRKAG2-AS1
chr7	transcript	151574166	151575546	+	68.48	0.81	131.0	0.12578	PRKAG2-AS1
chr7	gene	151772575	151773143	+	56.51	0.64	29.0	0.02098	GALNT11
chr7	transcript	151772575	151773143	+	56.51	0.64	29.0	0.02098	GALNT11
chr7	gene	151788171	151788764	+	53.29	0.7	29.0	0.00862	GALNT11
chr7	transcript	151788171	151788764	+	53.29	0.7	29.0	0.00862	GALNT11
chr7	gene	152551424	152552009	+	55.56	0.71	32.0	0.05208	ACTR3B
chr7	transcript	152551424	152552009	+	55.56	0.71	32.0	0.05208	ACTR3B
chr7	gene	153584748	153585667	+	69.53	0.8	89.0	0.0	DPP6
chr7	transcript	153584748	153585667	+	69.53	0.8	89.0	0.0	DPP6
chr7	gene	153633437	153633978	+	56.38	0.61	26.0	0.03846	DPP6
chr7	transcript	153633437	153633978	+	56.38	0.61	26.0	0.03846	DPP6
chr7	gene	153685658	153686371	+	58.49	0.64	35.0	0.35777	DPP6
chr7	transcript	153685658	153686371	+	58.49	0.64	35.0	0.35777	DPP6
chr7	gene	153748062	153750545	+	67.62	0.8	223.0	0.07581	DPP6
chr7	transcript	153748062	153750545	+	67.62	0.8	223.0	0.07581	DPP6
chr7	gene	153766858	153767434	+	51.56	0.63	24.0	0.21675	DPP6
chr7	transcript	153766858	153767434	+	51.56	0.63	24.0	0.21675	DPP6
chr7	gene	154001859	154002690	+	65.22	0.65	57.0	0.10526	DPP6
chr7	transcript	154001859	154002690	+	65.22	0.65	57.0	0.10526	DPP6
chr7	gene	154062589	154063116	+	55.22	0.75	30.0	0.03333	DPP6
chr7	transcript	154062589	154063116	+	55.22	0.75	30.0	0.03333	DPP6
chr7	gene	154087714	154088397	+	53.0	0.65	31.0	0.12903	DPP6
chr7	transcript	154087714	154088397	+	53.0	0.65	31.0	0.12903	DPP6
chr7	gene	154219037	154219635	+	53.18	0.62	26.0	0.0	DPP6
chr7	transcript	154219037	154219635	+	53.18	0.62	26.0	0.0	DPP6
chr7	gene	154585342	154586578	+	63.51	0.67	83.0	0.19607	DPP6
chr7	transcript	154585342	154586578	+	63.51	0.67	83.0	0.19607	DPP6
chr7	gene	154670890	154671420	+	55.66	0.73	30.0	0.01667	DPP6
chr7	transcript	154670890	154671420	+	55.66	0.73	30.0	0.01667	DPP6
chr7	gene	154683942	154684976	+	55.8	0.67	54.0	0.08607	DPP6
chr7	transcript	154683942	154684976	+	55.8	0.67	54.0	0.08607	DPP6
chr7	gene	154862681	154863340	+	63.58	0.88	58.0	0.15517	HTR5A
chr7	transcript	154862681	154863340	+	63.58	0.88	58.0	0.15517	HTR5A
chr7	exon	154862681	154863340	+	63.58	0.88	58.0	0.15517	HTR5A
chr7	CDS	154862681	154863340	+	63.58	0.88	58.0	0.15517	HTR5A
chr7	gene	155177906	155178437	+	55.37	0.8	32.0	0.0861	AC008060.7
chr7	transcript	155177906	155178437	+	55.37	0.8	32.0	0.0861	AC008060.7
chr7	gene	155254864	155255417	+	61.3	0.64	33.0	0.4048	EN2
chr7	transcript	155254864	155255417	+	61.3	0.64	33.0	0.4048	EN2
chr7	gene	155573386	155574004	+	55.34	0.68	32.0	0.0	RBM33
chr7	transcript	155573386	155574004	+	55.34	0.68	32.0	0.0	RBM33
chr7	exon	155573386	155574004	+	55.34	0.68	32.0	0.0	RBM33
chr7	UTR	155573386	155574004	+	55.34	0.68	32.0	0.0	RBM33
chr7	gene	156760666	156761310	+	57.76	0.68	36.0	0.18519	NOM1
chr7	transcript	156760666	156761310	+	57.76	0.68	36.0	0.18519	NOM1
chr7	gene	157128934	157131468	+	59.55	0.95	214.0	0.11068	DNAJB6
chr7	transcript	157128934	157131468	+	59.55	0.95	214.0	0.11068	DNAJB6
chr7	gene	157166744	157167416	+	50.45	0.61	26.0	0.0	DNAJB6
chr7	transcript	157166744	157167416	+	50.45	0.61	26.0	0.0	DNAJB6
chr7	gene	157192841	157193470	+	60.57	0.68	38.0	0.0	DNAJB6
chr7	transcript	157192841	157193470	+	60.57	0.68	38.0	0.0	DNAJB6
chr7	gene	157201907	157203519	+	63.83	0.68	112.0	0.03726	DNAJB6
chr7	transcript	157201907	157203519	+	63.83	0.68	112.0	0.03726	DNAJB6
chr7	gene	157206447	157207464	+	61.46	0.6	57.0	0.01754	DNAJB6
chr7	transcript	157206447	157207464	+	61.46	0.6	57.0	0.01754	DNAJB6
chr7	exon	157206447	157207464	+	61.46	0.6	57.0	0.01754	DNAJB6
chr7	gene	157208678	157209322	+	53.73	0.85	39.0	0.12222	DNAJB6
chr7	transcript	157208678	157209322	+	53.73	0.85	39.0	0.12222	DNAJB6
chr7	gene	157280170	157280877	+	62.09	0.64	41.0	0.11382	AC006372.4
chr7	transcript	157280170	157280877	+	62.09	0.64	41.0	0.11382	AC006372.4
chr7	gene	157306059	157306666	+	53.87	0.77	33.0	0.0	AC006372.6
chr7	transcript	157306059	157306666	+	53.87	0.77	33.0	0.0	AC006372.6
chr7	gene	157407987	157408856	+	59.26	0.64	48.0	0.0	AC005481.5
chr7	transcript	157407987	157408856	+	59.26	0.64	48.0	0.0	AC005481.5
chr7	gene	157409770	157410396	+	65.5	0.72	48.0	0.03646	AC005481.5
chr7	transcript	157409770	157410396	+	65.5	0.72	48.0	0.03646	AC005481.5
chr7	exon	157409770	157410396	+	65.5	0.72	48.0	0.03646	AC005481.5
chr7	UTR	157409770	157410396	+	65.5	0.72	48.0	0.03646	AC005481.5
chr7	gene	158330810	158331578	+	59.24	0.61	40.0	0.05625	AC078942.1
chr7	transcript	158330810	158331578	+	59.24	0.61	40.0	0.05625	AC078942.1
chr7	gene	158656247	158656862	+	67.97	0.76	43.0	0.0	WDR60
chr7	transcript	158656247	158656862	+	67.97	0.76	43.0	0.0	WDR60
chr7	gene	158673673	158674543	+	52.87	0.64	39.0	0.0	WDR60
chr7	transcript	158673673	158674543	+	52.87	0.64	39.0	0.0	WDR60
chr7	gene	158712560	158713326	+	58.62	0.73	46.0	0.13113	WDR60
chr7	transcript	158712560	158713326	+	58.62	0.73	46.0	0.13113	WDR60
chr7	gene	158740668	158741472	+	53.86	0.6	35.0	0.0	WDR60
chr7	transcript	158740668	158741472	+	53.86	0.6	35.0	0.0	WDR60
chr7	gene	158817055	158817667	+	64.71	0.77	49.0	0.06122	LINC00689
chr7	transcript	158817055	158817667	+	64.71	0.77	49.0	0.06122	LINC00689
chr7	gene	158819193	158819860	+	54.87	0.68	34.0	0.10784	LINC00689
chr7	transcript	158819193	158819860	+	54.87	0.68	34.0	0.10784	LINC00689
chr7	exon	158819193	158819860	+	54.87	0.68	34.0	0.10784	LINC00689
chrX	gene	199761	200476	+	63.08	0.7	48.0	0.0	PLCXD1
chrX	transcript	199761	200476	+	63.08	0.7	48.0	0.0	PLCXD1
chrX	gene	205049	205598	+	61.57	0.62	32.0	0.0	PLCXD1
chrX	transcript	205049	205598	+	61.57	0.62	32.0	0.0	PLCXD1
chrX	gene	205797	206550	+	55.51	0.63	36.0	0.0	PLCXD1
chrX	transcript	205797	206550	+	55.51	0.63	36.0	0.0	PLCXD1
chrX	gene	206816	207799	+	63.07	0.62	59.0	0.0	PLCXD1
chrX	transcript	206816	207799	+	63.07	0.62	59.0	0.0	PLCXD1
chrX	gene	207957	210634	+	57.15	0.6	132.0	0.0	PLCXD1
chrX	transcript	207957	210634	+	57.15	0.6	132.0	0.0	PLCXD1
chrX	gene	210825	213151	+	54.08	0.63	107.0	0.0	PLCXD1
chrX	transcript	210825	213151	+	54.08	0.63	107.0	0.0	PLCXD1
chrX	gene	590430	594288	+	60.89	0.77	273.0	0.01108	SHOX
chrX	transcript	590430	594288	+	60.89	0.77	273.0	0.01108	SHOX
chrX	gene	595127	595755	+	64.65	0.93	61.0	0.0	SHOX
chrX	transcript	595127	595755	+	64.65	0.93	61.0	0.0	SHOX
chrX	gene	602639	603508	+	66.05	0.63	59.0	0.0	SHOX
chrX	transcript	602639	603508	+	66.05	0.63	59.0	0.0	SHOX
chrX	gene	604267	606065	+	67.46	0.63	129.0	0.0	SHOX
chrX	transcript	604267	606065	+	67.46	0.63	129.0	0.0	SHOX
chrX	gene	609933	610740	+	50.93	0.67	35.0	0.09429	SHOX
chrX	transcript	609933	610740	+	50.93	0.67	35.0	0.09429	SHOX
chrX	gene	619228	619797	+	56.94	0.64	29.0	0.0	SHOX
chrX	transcript	619228	619797	+	56.94	0.64	29.0	0.0	SHOX
chrX	gene	1394512	1395052	+	55.0	0.68	27.0	0.79446	CSF2RA
chrX	transcript	1394512	1395052	+	55.0	0.68	27.0	0.79446	CSF2RA
chrX	gene	1418538	1419353	+	50.55	0.64	33.0	0.40657	CSF2RA
chrX	transcript	1418538	1419353	+	50.55	0.64	33.0	0.40657	CSF2RA
chrX	gene	1422744	1423320	+	55.38	0.75	33.0	0.65618	CSF2RA
chrX	transcript	1422744	1423320	+	55.38	0.75	33.0	0.65618	CSF2RA
chrX	gene	1463433	1465450	+	50.82	0.66	86.0	0.82552	IL3RA
chrX	transcript	1463433	1465450	+	50.82	0.66	86.0	0.82552	IL3RA
chrX	gene	1466653	1467272	+	57.03	0.7	35.0	0.51429	IL3RA
chrX	transcript	1466653	1467272	+	57.03	0.7	35.0	0.51429	IL3RA
chrX	gene	1468135	1468922	+	51.97	0.62	33.0	0.8785	IL3RA
chrX	transcript	1468135	1468922	+	51.97	0.62	33.0	0.8785	IL3RA
chrX	gene	1470243	1471566	+	57.82	0.66	73.0	0.64612	IL3RA
chrX	transcript	1470243	1471566	+	57.82	0.66	73.0	0.64612	IL3RA
chrX	gene	1484071	1487207	+	78.41	1.2	458.0	0.09885	IL3RA
chrX	transcript	1484071	1487207	+	78.41	1.2	458.0	0.09885	IL3RA
chrX	gene	1530736	1532440	+	57.69	0.6	85.0	0.10129	ASMTL-AS1
chrX	transcript	1530736	1532440	+	57.69	0.6	85.0	0.10129	ASMTL-AS1
chrX	gene	1713409	1715021	+	55.96	0.62	77.0	0.38305	AKAP17A
chrX	transcript	1713409	1715021	+	55.96	0.62	77.0	0.38305	AKAP17A
chrX	gene	1716956	1721076	+	64.32	0.65	275.0	0.24641	AKAP17A
chrX	transcript	1716956	1721076	+	64.32	0.65	275.0	0.24641	AKAP17A
chrX	gene	1742017	1743288	+	56.49	0.6	61.0	0.50474	ASMT
chrX	transcript	1742017	1743288	+	56.49	0.6	61.0	0.50474	ASMT
chrX	gene	1745646	1746654	+	52.98	0.63	44.0	0.31255	ASMT
chrX	transcript	1745646	1746654	+	52.98	0.63	44.0	0.31255	ASMT
chrX	gene	1852538	1853254	+	52.09	0.66	32.0	0.33492	RP13-297E16.4
chrX	transcript	1852538	1853254	+	52.09	0.66	32.0	0.33492	RP13-297E16.4
chrX	gene	2653907	2654886	+	51.07	0.68	43.0	0.0	CD99
chrX	transcript	2653907	2654886	+	51.07	0.68	43.0	0.0	CD99
chrX	gene	2772792	2773358	+	53.36	0.72	29.0	0.36782	GYG2
chrX	transcript	2772792	2773358	+	53.36	0.72	29.0	0.36782	GYG2
chrX	gene	7138502	7139012	+	51.37	0.78	26.0	0.0	STS
chrX	transcript	7138502	7139012	+	51.37	0.78	26.0	0.0	STS
chrX	gene	7164121	7164644	+	50.29	0.85	28.0	0.07143	STS
chrX	transcript	7164121	7164644	+	50.29	0.85	28.0	0.07143	STS
chrX	gene	7811031	7811792	+	63.47	0.63	48.0	0.31231	VCX
chrX	transcript	7811031	7811792	+	63.47	0.63	48.0	0.31231	VCX
chrX	gene	8433278	8434039	+	62.81	0.61	46.0	0.21165	VCX3B
chrX	transcript	8433278	8434039	+	62.81	0.61	46.0	0.21165	VCX3B
chrX	gene	9431554	9432077	+	52.01	0.68	24.0	0.47701	TBL1X
chrX	transcript	9431554	9432077	+	52.01	0.68	24.0	0.47701	TBL1X
chrX	gene	9432191	9434521	+	71.07	0.78	228.0	0.10464	TBL1X
chrX	transcript	9432191	9434521	+	71.07	0.78	228.0	0.10464	TBL1X
chrX	gene	9655857	9656591	+	58.31	0.63	39.0	0.42678	TBL1X
chrX	transcript	9655857	9656591	+	58.31	0.63	39.0	0.42678	TBL1X
chrX	gene	9668516	9669216	+	52.0	0.64	30.0	0.47727	TBL1X
chrX	transcript	9668516	9669216	+	52.0	0.64	30.0	0.47727	TBL1X
chrX	gene	9858609	9859307	+	62.89	0.69	47.0	0.09362	SHROOM2
chrX	transcript	9858609	9859307	+	62.89	0.69	47.0	0.09362	SHROOM2
chrX	gene	9880814	9881350	+	50.37	0.63	21.0	0.36735	SHROOM2
chrX	transcript	9880814	9881350	+	50.37	0.63	21.0	0.36735	SHROOM2
chrX	gene	9912402	9913105	+	56.33	0.68	38.0	0.26754	SHROOM2
chrX	transcript	9912402	9913105	+	56.33	0.68	38.0	0.26754	SHROOM2
chrX	gene	10065633	10066185	+	52.17	0.73	27.0	0.15432	WWC3
chrX	transcript	10065633	10066185	+	52.17	0.73	27.0	0.15432	WWC3
chrX	gene	10085058	10085859	+	66.42	0.6	53.0	0.03774	WWC3
chrX	transcript	10085058	10085859	+	66.42	0.6	53.0	0.03774	WWC3
chrX	gene	10126321	10126883	+	72.78	0.81	60.0	0.05	CLCN4
chrX	transcript	10126321	10126883	+	72.78	0.81	60.0	0.05	CLCN4
chrX	gene	12601483	12602376	+	58.79	0.68	52.0	0.23841	FRMPD4
chrX	transcript	12601483	12602376	+	58.79	0.68	52.0	0.23841	FRMPD4
chrX	gene	13396836	13397652	+	59.8	0.78	57.0	0.0	RP11-1L9.1
chrX	transcript	13396836	13397652	+	59.8	0.78	57.0	0.0	RP11-1L9.1
chrX	gene	15511158	15511775	+	62.07	0.72	43.0	0.02326	BMX
chrX	transcript	15511158	15511775	+	62.07	0.72	43.0	0.02326	BMX
chrX	gene	15755827	15756965	+	60.02	0.68	65.0	0.37729	CA5B
chrX	transcript	15755827	15756965	+	60.02	0.68	65.0	0.37729	CA5B
chrX	gene	16838915	16839510	+	51.6	0.64	25.0	0.032	TXLNG
chrX	transcript	16838915	16839510	+	51.6	0.64	25.0	0.032	TXLNG
chrX	gene	16839839	16840444	+	53.88	0.62	27.0	0.2242	TXLNG
chrX	transcript	16839839	16840444	+	53.88	0.62	27.0	0.2242	TXLNG
chrX	gene	17394939	17396106	+	57.93	0.77	75.0	0.2374	NHS
chrX	transcript	17394939	17396106	+	57.93	0.77	75.0	0.2374	NHS
chrX	gene	17673086	17675014	+	62.09	0.65	119.0	0.20438	NHS
chrX	transcript	17673086	17675014	+	62.09	0.65	119.0	0.20438	NHS
chrX	gene	19363262	19363771	+	50.29	0.7	22.0	0.22315	PDHA1
chrX	transcript	19363262	19363771	+	50.29	0.7	22.0	0.22315	PDHA1
chrX	gene	21874237	21875177	+	58.72	0.75	60.0	0.19583	MBTPS2
chrX	transcript	21874237	21875177	+	58.72	0.75	60.0	0.19583	MBTPS2
chrX	gene	21874237	21875177	+	58.72	0.75	60.0	0.19583	YY2
chrX	transcript	21874237	21875177	+	58.72	0.75	60.0	0.19583	YY2
chrX	exon	21874237	21875177	+	58.72	0.75	60.0	0.19583	YY2
chrX	gene	23685215	23686207	+	60.48	0.86	75.0	0.09333	PRDX4
chrX	transcript	23685215	23686207	+	60.48	0.86	75.0	0.09333	PRDX4
chrX	gene	24213006	24213956	+	50.0	0.61	36.0	0.16493	ZFX
chrX	transcript	24213006	24213956	+	50.0	0.61	36.0	0.16493	ZFX
chrX	gene	24731126	24731829	+	50.07	0.64	28.0	0.0	POLA1
chrX	transcript	24731126	24731829	+	50.07	0.64	28.0	0.0	POLA1
chrX	gene	28677186	28677731	+	54.31	0.72	29.0	0.2069	IL1RAPL1
chrX	transcript	28677186	28677731	+	54.31	0.72	29.0	0.2069	IL1RAPL1
chrX	gene	28705546	28706179	+	52.45	0.66	28.0	0.357	IL1RAPL1
chrX	transcript	28705546	28706179	+	52.45	0.66	28.0	0.357	IL1RAPL1
chrX	gene	30249153	30249754	+	55.07	0.64	29.0	0.08621	MAGEB3
chrX	transcript	30249153	30249754	+	55.07	0.64	29.0	0.08621	MAGEB3
chrX	gene	34961413	34962861	+	54.9	0.65	71.0	0.27309	FAM47B
chrX	transcript	34961413	34962861	+	54.9	0.65	71.0	0.27309	FAM47B
chrX	exon	34961413	34962861	+	54.9	0.65	71.0	0.27309	FAM47B
